"GeneID" "Chr" "Start" "End" "Strand" "Length"
"2227" "serine--tRNA ligase" "CP080275" 1971754 1973046 "+" 1293
"2228" "helix-hairpin-helix domain-containing protein" "CP080275" 1973137 1973820 "-" 684
"2229" "fatty acid desaturase_3" "CP080275" 1973817 1974830 "-" 1014
"2230" "ribosome biogenesis GTPase Der" "CP080275" 1975162 1976622 "-" 1461
"2231" "PQQ-like beta-propeller repeat protein" "CP080275" 1976722 1978044 "-" 1323
"2232" "hypothetical protein_278" "CP080275" 1978111 1978782 "-" 672
"2233" "efflux RND transporter periplasmic adaptor subunit_3" "CP080275" 1979080 1980363 "+" 1284
"2234" "efflux RND transporter permease subunit_3" "CP080275" 1980360 1984163 "+" 3804
"2235" "hypothetical protein_279" "CP080275" 1984254 1984481 "+" 228
"2236" "ABC transporter ATP-binding protein/permease_1" "CP080275" 1984529 1986337 "-" 1809
"2237" "LysM peptidoglycan-binding domain-containing protein" "CP080275" 1986473 1988167 "-" 1695
"2238" "TIGR00730 family Rossman fold protein_1" "CP080275" 1988333 1988875 "+" 543
"2239" "host attachment family protein" "CP080275" 1988987 1989439 "-" 453
"2240" "hypothetical protein_280" "CP080275" 1989439 1989639 "-" 201
"2241" "superoxide dismutase" "CP080275" 1989795 1990394 "-" 600
"2242" "hypothetical protein_281" "CP080275" 1990570 1991037 "-" 468
"2243" "hypothetical protein_282" "CP080275" 1991103 1991558 "-" 456
"2244" "sarcosine oxidase subunit gamma_3" "CP080275" 1991739 1992311 "-" 573
"2245" "sarcosine oxidase subunit alpha family protein_3" "CP080275" 1992304 1995336 "-" 3033
"2246" "sarcosine oxidase subunit delta_3" "CP080275" 1995395 1995724 "-" 330
"2247" "sarcosine oxidase subunit beta family protein_3" "CP080275" 1995810 1997054 "-" 1245
"2248" "c-type cytochrome biogenesis protein CcmI" "CP080275" 1997287 1998543 "+" 1257
"2249" "Holliday junction resolvase RuvX" "CP080275" 1998540 1999013 "+" 474
"2250" "DUF1289 domain-containing protein_2" "CP080275" 1999019 1999252 "+" 234
"2251" "hypothetical protein_283" "CP080275" 1999415 2000209 "-" 795
"2252" "sulfite exporter TauE/SafE family protein_3" "CP080275" 2000228 2001094 "-" 867
"2253" "tRNA dihydrouridine(20/20a) synthase DusA" "CP080275" 2001307 2002254 "-" 948
"2254" "DUF1328 domain-containing protein_2" "CP080275" 2003283 2003456 "+" 174
"2255" "response regulator_6" "CP080275" 2003658 2006303 "-" 2646
"2256" "molybdopterin-dependent oxidoreductase_2" "CP080275" 2006354 2006983 "-" 630
"2257" "response regulator transcription factor_4" "CP080275" 2007309 2007923 "+" 615
"2258" "DUF2474 family protein" "CP080275" 2008069 2008236 "-" 168
"2259" "cytochrome d ubiquinol oxidase subunit II" "CP080275" 2008236 2009240 "-" 1005
"2260" "cytochrome ubiquinol oxidase subunit I" "CP080275" 2009255 2010679 "-" 1425
"2261" "Crp/Fnr family transcriptional regulator_2" "CP080275" 2010965 2011633 "+" 669
"2262" "DUF2892 domain-containing protein" "CP080275" 2011740 2011952 "+" 213
"2263" "sulfate permease" "CP080275" 2012074 2013828 "+" 1755
"2264" "alginate biosynthesis protein" "CP080275" 2013919 2015289 "-" 1371
"2265" "TfoX/Sxy family protein" "CP080275" 2015528 2015857 "+" 330
"2266" "YqaE/Pmp3 family membrane protein" "CP080275" 2015927 2016097 "+" 171
"2267" "DUF4112 domain-containing protein" "CP080275" 2016090 2016614 "+" 525
"2268" "nucleoside-diphosphate kinase" "CP080275" 2016719 2017141 "-" 423
"2269" "ATP-binding cassette domain-containing protein_14" "CP080275" 2017385 2019238 "+" 1854
"2270" "MarC family protein" "CP080275" 2019238 2019858 "+" 621
"2271" "TIGR02281 family clan AA aspartic protease" "CP080275" 2019926 2020507 "+" 582
"2272" "DNA polymerase III subunit chi" "CP080275" 2020528 2021001 "-" 474
"2273" "leucyl aminopeptidase" "CP080275" 2021036 2022511 "-" 1476
"2274" "LPS export ABC transporter permease LptF" "CP080275" 2022760 2023911 "+" 1152
"2275" "LPS export ABC transporter permease LptG" "CP080275" 2023908 2025011 "+" 1104
"2276" "LPS assembly protein LptD" "CP080275" 2025013 2027202 "+" 2190
"2277" "peptidylprolyl isomerase_3" "CP080275" 2027187 2028452 "+" 1266
"2278" "4-hydroxythreonine-4-phosphate dehydrogenase PdxA" "CP080275" 2028449 2029426 "+" 978
"2279" "16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA" "CP080275" 2029549 2030394 "+" 846
"2280" "DUF4167 domain-containing protein" "CP080275" 2030530 2031264 "-" 735
"2281" "peptide chain release factor N(5)-glutamine methyltransferase" "CP080275" 2031489 2032346 "-" 858
"2282" "peptide chain release factor 1" "CP080275" 2032343 2033398 "-" 1056
"2283" "hypothetical protein_284" "CP080275" 2033566 2033859 "+" 294
"2284" "DUF1499 domain-containing protein" "CP080275" 2033902 2034324 "-" 423
"2285" "agmatinase_1" "CP080275" 2034369 2036277 "-" 1909
"2286" "M20 family metallopeptidase_4" "CP080275" 2036337 2037530 "-" 1194
"2287" "nucleoside triphosphate pyrophosphohydrolase" "CP080275" 2037595 2038431 "+" 837
"2288" "M48 family metallopeptidase_1" "CP080275" 2038478 2039170 "+" 693
"2289" "LLM class flavin-dependent oxidoreductase_4" "CP080275" 2039345 2040340 "+" 996
"2290" "PIN domain-containing protein" "CP080275" 2040351 2040893 "-" 543
"2291" "class I SAM-dependent rRNA methyltransferase" "CP080275" 2040915 2042129 "-" 1215
"2292" "hypothetical protein_285" "CP080275" 2042250 2042540 "-" 291
"2293" "glutamine-synthetase adenylyltransferase" "CP080275" 2042530 2045346 "-" 2817
"2294" "MarR family winged helix-turn-helix transcriptional regulator" "CP080275" 2046374 2046805 "+" 432
"2295" "hypothetical protein_286" "CP080275" 2046864 2047292 "+" 429
"2296" "SDR family oxidoreductase_14" "CP080275" 2047969 2048673 "-" 705
"2297" "LysR substrate-binding domain-containing protein_4" "CP080275" 2048772 2049659 "+" 888
"2298" "HEPN domain-containing protein" "CP080275" 2051537 2052205 "-" 669
"2299" "DUF262 domain-containing protein" "CP080275" 2052202 2053245 "-" 1044
"2300" "hypothetical protein_287" "CP080275" 2053683 2054390 "-" 708
"2301" "autoinducer binding domain-containing protein" "CP080275" 2054452 2055048 "-" 597
"2302" "helix-turn-helix domain-containing protein_23" "CP080275" 2055284 2055577 "-" 294
"2303" "hypothetical protein_288" "CP080275" 2055789 2056157 "+" 369
"2304" "hypothetical protein_289" "CP080275" 2056408 2056713 "+" 306
"2305" "ParB/RepB/Spo0J family partition protein_1" "CP080275" 2056713 2057684 "+" 972
"2306" "Mu transposase C-terminal domain-containing protein" "CP080275" 2057681 2059819 "+" 2139
"2307" "ATP-binding protein_14" "CP080275" 2059877 2060623 "+" 747
"2308" "hypothetical protein_290" "CP080275" 2060617 2062060 "+" 1444
"2309" "DUF3164 family protein_2" "CP080275" 2062101 2062766 "+" 666
"2310" "hypothetical protein_291" "CP080275" 2062778 2063029 "+" 252
"2311" "regulatory protein GemA_2" "CP080275" 2063029 2063484 "+" 456
"2312" "hypothetical protein_292" "CP080275" 2063481 2063867 "+" 387
"2313" "holin-associated N-acetylmuramidase_2" "CP080275" 2063953 2064564 "+" 612
"2314" "holin family protein_2" "CP080275" 2064632 2065201 "+" 570
"2315" "DUF2730 domain-containing protein" "CP080275" 2065198 2065536 "+" 339
"2316" "hypothetical protein_293" "CP080275" 2065543 2065842 "+" 300
"2317" "DUF3486 family protein" "CP080275" 2065845 2066381 "+" 537
"2318" "hypothetical protein_294" "CP080275" 2066381 2066587 "+" 207
"2319" "terminase family protein_3" "CP080275" 2066577 2068019 "+" 1443
"2320" "DUF935 domain-containing protein" "CP080275" 2068019 2069590 "+" 1572
"2321" "phage head morphogenesis protein_2" "CP080275" 2069583 2070791 "+" 1209
"2322" "phage protease" "CP080275" 2071129 2072112 "+" 984
"2323" "Mu-like prophage major head subunit gpT family protein" "CP080275" 2072115 2073029 "+" 915
"2324" "HI1506-related protein" "CP080275" 2073044 2073433 "+" 390
"2325" "DUF1320 domain-containing protein" "CP080275" 2073530 2073973 "+" 444
"2326" "phage virion morphogenesis protein" "CP080275" 2073977 2074423 "+" 447
"2327" "hypothetical protein_295" "CP080275" 2074420 2074977 "+" 558
"2328" "phage baseplate assembly protein V_3" "CP080275" 2074970 2075368 "+" 399
"2329" "PAAR domain-containing protein_2" "CP080275" 2075368 2075658 "+" 291
"2330" "hypothetical protein_296" "CP080275" 2075660 2075845 "+" 186
"2331" "GPW/gp25 family protein_3" "CP080275" 2075851 2076183 "+" 333
"2332" "baseplate J/gp47 family protein_3" "CP080275" 2076180 2077187 "+" 1008
"2333" "phage tail protein I_3" "CP080275" 2077180 2077893 "+" 714
"2334" "hypothetical protein_297" "CP080275" 2077883 2080124 "+" 2242
"2335" "hypothetical protein_298" "CP080275" 2080136 2080627 "+" 492
"2336" "phage tail sheath subtilisin-like domain-containing protein_3" "CP080275" 2080620 2081801 "+" 1182
"2337" "phage major tail tube protein_3" "CP080275" 2081814 2082314 "+" 501
"2338" "phage tail assembly protein_3" "CP080275" 2082398 2082718 "+" 321
"2339" "GpE family phage tail protein" "CP080275" 2082745 2082873 "+" 129
"2340" "phage tail tape measure protein_4" "CP080275" 2082895 2085732 "+" 2838
"2341" "phage tail protein_6" "CP080275" 2085732 2086157 "+" 426
"2342" "hypothetical protein_299" "CP080275" 2086157 2086300 "+" 144
"2343" "tail protein X_3" "CP080275" 2086297 2086506 "+" 210
"2344" "phage tail protein_7" "CP080275" 2086503 2087483 "+" 981
"2345" "hypothetical protein_300" "CP080275" 2087519 2087704 "-" 186
"2346" "hypothetical protein_301" "CP080275" 2087928 2089154 "+" 1227
"2347" "hypothetical protein_302" "CP080275" 2089164 2089487 "+" 324
"2348" "hypothetical protein_303" "CP080275" 2089611 2090036 "+" 426
"2349" "DUF2852 domain-containing protein" "CP080275" 2090432 2090902 "+" 471
"2350" "RDD family protein" "CP080275" 2091025 2091456 "+" 432
"2351" "arginyltransferase" "CP080275" 2091684 2092505 "+" 822
"2352" "VOC family protein_6" "CP080275" 2092510 2092893 "+" 384
"2353" "TRAP transporter large permease subunit_1" "CP080275" 2093041 2095398 "-" 2358
"2354" "C4-dicarboxylate ABC transporter permease" "CP080275" 2095415 2096341 "-" 927
"2355" "TRAP transporter substrate-binding protein_3" "CP080275" 2096523 2097605 "-" 1083
"2356" "cache domain-containing protein_1" "CP080275" 2097858 2099291 "+" 1434
"2357" "response regulator transcription factor_5" "CP080275" 2099368 2100012 "+" 645
"2358" "acetolactate synthase 3 large subunit" "CP080275" 2100477 2102228 "+" 1752
"2359" "acetolactate synthase small subunit" "CP080275" 2102295 2102855 "+" 561
"2360" "hypothetical protein_304" "CP080275" 2102992 2103471 "-" 480
"2361" "helix-turn-helix transcriptional regulator_5" "CP080275" 2103731 2104489 "+" 759
"2362" "DUF2189 domain-containing protein_1" "CP080275" 2104508 2105278 "-" 771
"2363" "amidase_1" "CP080275" 2105302 2106726 "-" 1425
"2364" "peptide chain release factor 2" "CP080275" 2106870 2107994 "-" 1125
"2365" "PBP1A family penicillin-binding protein_1" "CP080275" 2108173 2110674 "-" 2502
"2366" "N-acetylmuramoyl-L-alanine amidase_1" "CP080275" 2110899 2112209 "-" 1311
"2367" "aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme_6" "CP080275" 2112388 2113536 "-" 1149
"2368" "M48 family metalloprotease_1" "CP080275" 2113535 2114923 "+" 1389
"2369" "DsbA family protein_1" "CP080275" 2114920 2115693 "+" 774
"2370" "flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase" "CP080275" 2115870 2116991 "-" 1122
"2371" "DUF4115 domain-containing protein" "CP080275" 2117172 2118395 "-" 1224
"2372" "5-aminolevulinate synthase" "CP080275" 2118527 2119750 "-" 1224
"2373" "M20/M25/M40 family metallo-hydrolase" "CP080275" 2120064 2121455 "+" 1392
"2374" "hypothetical protein_305" "CP080275" 2122244 2122615 "-" 372
"2375" "histidine phosphatase family protein_2" "CP080275" 2123008 2123577 "-" 570
"2376" "Lrp/AsnC family transcriptional regulator_13" "CP080275" 2123907 2124362 "-" 456
"2377" "Glu/Leu/Phe/Val dehydrogenase_2" "CP080275" 2124492 2125547 "+" 1056
"2378" "YrhK family protein" "CP080275" 2125794 2126066 "+" 273
"2379" "hypothetical protein_306" "CP080275" 2126394 2126531 "+" 138
"2380" "AraC family transcriptional regulator_6" "CP080275" 2127037 2127888 "-" 852
"2381" "cupin domain-containing protein_4" "CP080275" 2127989 2128345 "+" 357
"2382" "endopeptidase La" "CP080275" 2128974 2131388 "-" 2415
"2383" "hypothetical protein_307" "CP080275" 2131682 2131834 "-" 153
"2384" "tRNA guanosine(34) transglycosylase Tgt" "CP080275" 2132008 2133138 "-" 1131
"2385" "SPFH/Band 7/PHB domain protein" "CP080275" 2133503 2134396 "+" 894
"2386" "hypothetical protein_308" "CP080275" 2134393 2134671 "+" 279
"2387" "hypothetical protein_309" "CP080275" 2134759 2136771 "-" 2013
"2388" "SUF system Fe-S cluster assembly protein" "CP080275" 2136939 2137301 "+" 363
"2389" "glycerophosphodiester phosphodiesterase" "CP080275" 2137640 2138899 "+" 1260
"2390" "iron-sulfur cluster assembly accessory protein_2" "CP080275" 2138969 2139328 "+" 360
"2391" "triose-phosphate isomerase" "CP080275" 2139592 2140344 "+" 753
"2392" "TRAP transporter large permease_4" "CP080275" 2140549 2141952 "-" 1404
"2393" "TRAP transporter small permease_3" "CP080275" 2141952 2142629 "-" 678
"2394" "DctP family TRAP transporter solute-binding subunit" "CP080275" 2142738 2143739 "-" 1002
"2395" "sigma-54 dependent transcriptional regulator_3" "CP080275" 2144435 2145670 "-" 1236
"2396" "ATP-binding protein_15" "CP080275" 2145667 2147457 "-" 1791
"2397" "cytochrome P450_3" "CP080275" 2147519 2148703 "+" 1185
"2398" "hypothetical protein_310" "CP080275" 2148747 2149100 "-" 354
"2399" "Lrp/AsnC family transcriptional regulator_14" "CP080275" 2149684 2150163 "-" 480
"2400" "uroporphyrinogen-III C-methyltransferase_2" "CP080275" 2150352 2151143 "+" 792
"2401" "DUF2849 domain-containing protein" "CP080275" 2151143 2151451 "+" 309
"2402" "nitrite/sulfite reductase" "CP080275" 2151444 2153108 "+" 1665
"2403" "phosphoadenylyl-sulfate reductase" "CP080275" 2153113 2153892 "+" 780
"2404" "DUF934 domain-containing protein" "CP080275" 2153896 2154294 "+" 399
"2405" "ferredoxin--NADP reductase_2" "CP080275" 2154433 2155320 "+" 888
"2406" "MFS transporter_17" "CP080275" 2155548 2156840 "+" 1293
"2407" "metal-binding protein ZinT" "CP080275" 2157133 2157786 "+" 654
"2408" "hypothetical protein_311" "CP080275" 2157869 2158636 "-" 768
"2409" "translation initiation factor IF-3" "CP080275" 2158946 2159494 "+" 549
"2410" "methyl-accepting chemotaxis protein_9" "CP080275" 2159731 2160336 "+" 606
"2411" "xanthine dehydrogenase family protein subunit M_2" "CP080275" 2160404 2161192 "-" 789
"2412" "xanthine dehydrogenase family protein molybdopterin-binding subunit_3" "CP080275" 2161279 2163642 "-" 2364
"2413" "(2Fe-2S)-binding protein_3" "CP080275" 2163796 2164281 "-" 486
"2414" "molybdopterin-binding protein_2" "CP080275" 2164400 2165404 "-" 1005
"2415" "XdhC family protein_2" "CP080275" 2165401 2166411 "-" 1011
"2416" "polyhydroxyalkanoate synthesis repressor PhaR" "CP080275" 2166621 2167181 "-" 561
"2417" "phasin%2C PhaP" "CP080275" 2167455 2167898 "-" 444
"2418" "class I poly(R)-hydroxyalkanoic acid synthase" "CP080275" 2168031 2169869 "-" 1839
"2419" "polyhydroxyalkanoate depolymerase" "CP080275" 2170015 2171289 "+" 1275
"2420" "DUF6151 family protein" "CP080275" 2171364 2171936 "+" 573
"2421" "alpha/beta hydrolase_9" "CP080275" 2171957 2172760 "-" 804
"2422" "VOC family protein_7" "CP080275" 2172839 2173282 "-" 444
"2423" "alpha/beta hydrolase_10" "CP080275" 2173389 2174168 "-" 780
"2424" "DUF4105 domain-containing protein" "CP080275" 2174411 2175415 "+" 1005
"2425" "threonine--tRNA ligase" "CP080275" 2175629 2177575 "+" 1947
"2426" "DUF2282 domain-containing protein" "CP080275" 2177810 2178115 "+" 306
"2427" "DUF692 domain-containing protein" "CP080275" 2178184 2179032 "+" 849
"2428" "DNA-binding domain-containing protein" "CP080275" 2179029 2179784 "+" 756
"2429" "DoxX family membrane protein" "CP080275" 2179788 2180324 "+" 537
"2430" "hypothetical protein_312" "CP080275" 2180406 2180774 "-" 369
"2431" "arsenate reductase" "CP080275" 2180815 2181147 "-" 333
"2432" "cold-shock protein_1" "CP080275" 2181368 2181574 "+" 207
"2433" "aldehyde dehydrogenase_2" "CP080275" 2181672 2183138 "-" 1467
"2434" "LLM class flavin-dependent oxidoreductase_5" "CP080275" 2183150 2184187 "-" 1038
"2435" "flavin reductase family protein_4" "CP080275" 2184201 2185124 "-" 924
"2436" "alpha/beta hydrolase_11" "CP080275" 2185111 2185929 "-" 819
"2437" "amino acid synthesis family protein" "CP080275" 2185901 2186503 "-" 603
"2438" "GntR family transcriptional regulator_6" "CP080275" 2186604 2187314 "+" 711
"2439" "DUF1330 domain-containing protein_3" "CP080275" 2187307 2187600 "+" 294
"2440" "carboxymuconolactone decarboxylase family protein_3" "CP080275" 2187612 2188034 "+" 423
"2441" "aspartate/glutamate racemase family protein_2" "CP080275" 2188086 2188880 "+" 795
"2442" "aminopeptidase P family N-terminal domain-containing protein" "CP080275" 2188973 2189131 "+" 159
"2443" "dihydrofolate reductase" "CP080275" 2189561 2190037 "-" 477
"2444" "thymidylate synthase_1" "CP080275" 2190050 2190883 "-" 834
"2445" "thymidylate synthase_2" "CP080275" 2191194 2192132 "+" 939
"2446" "hypothetical protein_313" "CP080275" 2192137 2193561 "+" 1425
"2447" "VOC family protein_8" "CP080275" 2193694 2194122 "+" 429
"2448" "winged helix DNA-binding protein_1" "CP080275" 2194664 2195161 "-" 498
"2449" "succinate dehydrogenase assembly factor 2" "CP080275" 2195235 2195495 "-" 261
"2450" "helix-turn-helix domain-containing protein_24" "CP080275" 2195492 2195887 "-" 396
"2451" "pyridoxal phosphate-dependent aminotransferase_2" "CP080275" 2195997 2197199 "+" 1203
"2452" "hypothetical protein_314" "CP080275" 2197214 2197645 "+" 432
"2453" "hypothetical protein_315" "CP080275" 2198023 2198889 "+" 867
"2454" "hypothetical protein_316" "CP080275" 2199177 2200202 "-" 1026
"2455" "MATE family efflux transporter_3" "CP080275" 2200561 2201955 "-" 1395
"2456" "DUF2461 domain-containing protein" "CP080275" 2202123 2202857 "+" 735
"2457" "peroxidase-related enzyme_1" "CP080275" 2202897 2203505 "-" 609
"2458" "pyridoxal-dependent decarboxylase_2" "CP080275" 2203605 2205023 "-" 1419
"2459" "hypothetical protein_317" "CP080275" 2205175 2205549 "-" 375
"2460" "DNA topoisomerase IV subunit B" "CP080275" 2205750 2207708 "+" 1959
"2461" "hypothetical protein_318" "CP080275" 2207701 2208606 "+" 906
"2462" "hypothetical protein_319" "CP080275" 2209249 2210001 "+" 753
"2463" "molybdopterin-dependent oxidoreductase_3" "CP080275" 2210105 2212186 "+" 2082
"2464" "hypothetical protein_320" "CP080275" 2212249 2212935 "+" 687
"2465" "ABC transporter ATP-binding protein_27" "CP080275" 2212946 2213662 "-" 717
"2466" "lipoprotein-releasing ABC transporter permease subunit" "CP080275" 2213655 2214947 "-" 1293
"2467" "HPP family protein" "CP080275" 2215197 2215685 "+" 489
