"Start","GeneID.x","Chr.x","End.x","Strand.x","Length.x","GeneID.y","Chr.y","End.y","Strand.y","Length.y"
2527364,"OL67_002443","1",2527984,"-",620,"30S ribosomal protein S4","CP080275",2527984,"-",620
2528230,"OL67_002444","1",2529306,"-",1076,"Hint domain-containing protein","CP080275",2529306,"-",1076
2530442,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2530759,"+",317
2530683,"OL67_002445","1",2531117,"+",434,NA,NA,NA,NA,NA
2530992,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2531141,"-",149
2531167,"OL67_002446","1",2531625,"-",458,"SDR family oxidoreductase","CP080275",2531619,"-",452
2531691,"OL67_002447","1",2531852,"+",161,NA,NA,NA,NA,NA
2538228,"OL67_002454","1",2540279,"-",2051,"NADH:flavin oxidoreductase","CP080275",2540279,"-",2051
2540429,"OL67_002455","1",2541322,"-",893,"LysR family transcriptional regulator","CP080275",2541322,"-",893
2541418,"OL67_002456","1",2541699,"+",281,"DUF1330 domain-containing protein","CP080275",2541699,"+",281
2541956,"OL67_002457","1",2544730,"-",2774,"formate dehydrogenase subunit alpha","CP080275",2544730,"-",2774
2544734,"OL67_002458","1",2546464,"-",1730,"NAD(P)H-dependent oxidoreductase subunit E","CP080275",2546464,"-",1730
2546516,"OL67_002459","1",2547412,"-",896,"LysR family transcriptional regulator","CP080275",2547412,"-",896
2547586,"OL67_002460","1",2548128,"-",542,"winged helix DNA-binding protein","CP080275",2548128,"-",542
2548679,"OL67_002461","1",2549125,"+",446,NA,NA,NA,NA,NA
2549185,"OL67_002462","1",2551050,"+",1865,"methyl-accepting chemotaxis protein","CP080275",2551050,"+",1865
2551384,"OL67_002463","1",2552607,"-",1223,"50S ribosomal protein L11 methyltransferase","CP080275",2552598,"-",1214
2552933,"OL67_002464","1",2554450,"+",1517,"ATP-binding cassette domain-containing protein","CP080275",2554450,"+",1517
2554638,"OL67_002465","1",2555117,"+",479,"GNAT family N-acetyltransferase","CP080275",2555117,"+",479
2555530,"OL67_002467","1",2556564,"+",1034,"ABC transporter substrate-binding protein","CP080275",2556564,"+",1034
2556566,"OL67_002468","1",2557597,"+",1031,"iron ABC transporter permease","CP080275",2557597,"+",1031
2557594,"OL67_002469","1",2558610,"+",1016,"iron chelate uptake ABC transporter family permease subunit","CP080275",2558610,"+",1016
2558610,"OL67_002470","1",2559392,"+",782,"ABC transporter ATP-binding protein","CP080275",2559392,"+",782
2559403,"OL67_002471","1",2560455,"+",1052,"siderophore-interacting protein","CP080275",2560455,"+",1052
2560452,"OL67_002472","1",2561519,"+",1067,"MotA/TolQ/ExbB proton channel family protein","CP080275",2561519,"+",1067
2561524,"OL67_002473","1",2561901,"+",377,"biopolymer transporter ExbD","CP080275",2561901,"+",377
2561911,"OL67_002474","1",2562288,"+",377,"biopolymer transporter ExbD","CP080275",2562288,"+",377
2562285,"OL67_002475","1",2563133,"+",848,"TonB family protein","CP080275",2563133,"+",848
2563287,"OL67_002476","1",2565386,"-",2099,"TonB-dependent siderophore receptor","CP080275",2565386,"-",2099
2565889,"OL67_002477","1",2567034,"+",1145,"FAD-dependent oxidoreductase","CP080275",2567034,"+",1145
2567110,"OL67_002478","1",2567550,"-",440,"MarR family transcriptional regulator","CP080275",2567550,"-",440
2567742,"OL67_002479","1",2568671,"-",929,"MYG1 family protein","CP080275",2568671,"-",929
2568890,"OL67_002480","1",2569648,"-",758,"class I SAM-dependent methyltransferase","CP080275",2569648,"-",758
2569903,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2570118,"-",215
2570352,"OL67_002481","1",2571893,"-",1541,"ankyrin repeat domain-containing protein","CP080275",2571893,"-",1541
2572128,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2572526,"-",398
2572610,"OL67_002483","1",2575948,"-",3338,"M10 family metallopeptidase C-terminal domain-containing protein","CP080275",2575948,"-",3338
2576545,"OL67_002484","1",2576856,"-",311,"ETC complex I subunit","CP080275",2576856,"-",311
2577085,"OL67_002485","1",2579286,"+",2201,"excinuclease ABC subunit UvrB","CP080275",2579286,"+",2201
2579418,"OL67_002486","1",2579723,"-",305,"hypothetical protein","CP080275",2579723,"-",305
2579873,"OL67_002487","1",2580058,"+",185,"PLD nuclease N-terminal domain-containing protein","CP080275",2580058,"+",185
2580216,"OL67_002488","1",2580473,"-",257,"zf-TFIIB domain-containing protein","CP080275",2580473,"-",257
2580581,"OL67_002489","1",2580988,"-",407,"universal stress protein","CP080275",2580988,"-",407
2581102,"OL67_002490","1",2581419,"-",317,"antibiotic biosynthesis monooxygenase","CP080275",2581419,"-",317
2581554,"OL67_002491","1",2582282,"+",728,"hypothetical protein","CP080275",2582282,"+",728
2582311,"OL67_002492","1",2584596,"-",2285,"right-handed parallel beta-helix repeat-containing protein","CP080275",2584596,"-",2285
2584767,"OL67_002493","1",2585180,"-",413,"DUF4864 domain-containing protein","CP080275",2585180,"-",413
2585326,"OL67_002494","1",2586969,"-",1643,"lysine--tRNA ligase","CP080275",2586969,"-",1643
2587263,"OL67_002495","1",2587685,"+",422,"tellurite resistance TerB family protein","CP080275",2587685,"+",422
2587722,"OL67_002496","1",2588243,"+",521,"GNAT family N-acetyltransferase","CP080275",2588243,"+",521
2588337,"OL67_002497","1",2589821,"-",1484,"D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase","CP080275",2589821,"-",1484
2589922,"OL67_002498","1",2590770,"+",848,"DMT family transporter","CP080275",2590770,"+",848
2590750,"OL67_002499","1",2591364,"-",614,"nicotinate-nucleotide adenylyltransferase","CP080275",2591364,"-",614
2591871,"OL67_002500","1",2593526,"+",1655,"energy-dependent translational throttle protein EttA","CP080275",2593526,"+",1655
2593972,"OL67_002501","1",2594253,"+",281,NA,NA,NA,NA,NA
2594002,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2594253,"+",251
2594440,"OL67_002502","1",2594646,"+",206,NA,NA,NA,NA,NA
2594455,NA,NA,NA,NA,NA,"hypothetical protein","CP080275",2594646,"+",191
2594867,"OL67_002503","1",2595085,"+",218,NA,NA,NA,NA,NA
2595134,"OL67_002504","1",2595559,"-",425,"thioredoxin TrxC","CP080275",2595559,"-",425
2595671,"OL67_002505","1",2596912,"-",1241,"hypothetical protein","CP080275",2596912,"-",1241
2597346,"OL67_002506","1",2597897,"+",551,"L%2CD-transpeptidase","CP080275",2597897,"+",551
2598121,"OL67_002507","1",2598399,"+",278,NA,NA,NA,NA,NA
2598193,NA,NA,NA,NA,NA,"cold-shock protein","CP080275",2598399,"+",206
2598531,"OL67_002508","1",2599142,"-",611,"arylesterase","CP080275",2599172,"-",641
2599224,"OL67_002509","1",2599940,"+",716,"ABC transporter ATP-binding protein","CP080275",2599940,"+",716
2599937,"OL67_002510","1",2602462,"+",2525,"FtsX-like permease family protein","CP080275",2602462,"+",2525
2602552,"OL67_002511","1",2603016,"-",464,"Rrf2 family transcriptional regulator","CP080275",2603016,"-",464
2603227,"OL67_002512","1",2603814,"+",587,"gamma-glutamylcyclotransferase","CP080275",2603814,"+",587
2603811,"OL67_002513","1",2604998,"+",1187,"DUF2254 domain-containing protein","CP080275",2604998,"+",1187
2605088,"OL67_002514","1",2606413,"-",1325,"glutamate--tRNA ligase","CP080275",2606413,"-",1325
2606610,"OL67_002515","1",2608127,"+",1517,"diguanylate cyclase","CP080275",2608127,"+",1517
2608228,"OL67_002516","1",2609886,"-",1658,"NAD+ synthase","CP080275",2609886,"-",1658
2610057,"OL67_002517","1",2611574,"+",1517,"2-isopropylmalate synthase","CP080275",2611574,"+",1517
2611870,"OL67_002518","1",2613441,"+",1571,"2-isopropylmalate synthase","CP080275",2613441,"+",1571
2613561,"OL67_002519","1",2614976,"+",1415,"sulfotransferase","CP080275",2614976,"+",1415
2614983,"OL67_002520","1",2615783,"-",800,"23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ","CP080275",2615783,"-",800
2615856,"OL67_002521","1",2616926,"-",1070,"agmatine deiminase family protein","CP080275",2616926,"-",1070
2617183,"OL67_002522","1",2618229,"+",1046,"rod shape-determining protein","CP080275",2618229,"+",1046
2618282,"OL67_002523","1",2619217,"+",935,"rod shape-determining protein MreC","CP080275",2619217,"+",935
2619207,"OL67_002524","1",2619743,"+",536,"rod shape-determining protein MreD","CP080275",2619743,"+",536
2619743,"OL67_002525","1",2621683,"+",1940,"penicillin-binding protein 2","CP080275",2621683,"+",1940
2621693,"OL67_002526","1",2622832,"+",1139,"rod shape-determining protein RodA","CP080275",2622832,"+",1139
2622829,"OL67_002527","1",2623674,"-",845,"LysR family transcriptional regulator","CP080275",2623674,"-",845
2623767,"OL67_002528","1",2624177,"+",410,"VOC family protein","CP080275",2624177,"+",410
2624174,"OL67_002529","1",2625100,"+",926,"glyoxylate/hydroxypyruvate reductase A","CP080275",2625100,"+",926
2625681,"OL67_002530","1",2627366,"+",1685,"tryptophan 7-halogenase","CP080275",2627366,"+",1685
2627470,"OL67_002531","1",2629485,"-",2015,"M3 family metallopeptidase","CP080275",2629485,"-",2015
2629582,"OL67_002532","1",2630403,"-",821,"amino acid ABC transporter permease","CP080275",2630403,"-",821
2630468,"OL67_002533","1",2631280,"-",812,"transporter substrate-binding domain-containing protein","CP080275",2631280,"-",812
2631324,"OL67_002534","1",2632436,"-",1112,"HesA/MoeB/ThiF family protein","CP080275",2632436,"-",1112
2632436,"OL67_002535","1",2632891,"-",455,"dUTP diphosphatase","CP080275",2632891,"-",455
2632934,"OL67_002536","1",2634136,"-",1202,"bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC","CP080275",2634136,"-",1202
2634254,"OL67_002537","1",2635201,"-",947,"ChaN family lipoprotein","CP080275",2635201,"-",947
2635198,"OL67_002538","1",2636076,"-",878,"RNA polymerase factor sigma-32","CP080275",2636076,"-",878
2636373,"OL67_002539","1",2636891,"+",518,"bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase","CP080275",2636891,"+",518
2636888,"OL67_002540","1",2637493,"+",605,"histidine phosphatase family protein","CP080275",2637493,"+",605
2637552,"OL67_002541","1",2638235,"+",683,"glutathione S-transferase","CP080275",2638235,"+",683
2638356,"OL67_002542","1",2639858,"+",1502,"YifB family Mg chelatase-like AAA ATPase","CP080275",2639858,"+",1502
2639881,"OL67_002543","1",2640813,"-",932,"glutathione synthase","CP080275",2640813,"-",932
2640912,"OL67_002544","1",2641316,"-",404,"YraN family protein","CP080275",2641316,"-",404
2641319,"OL67_002545","1",2642179,"-",860,"16S rRNA (cytidine(1402)-2'-O)-methyltransferase","CP080275",2642179,"-",860
2642264,NA,NA,NA,NA,NA,"penicillin-binding protein activator","CP080275",2643436,"+",1172
2642300,"OL67_002546","1",2643436,"+",1136,NA,NA,NA,NA,NA
2643396,"OL67_002547","1",2646224,"+",2828,"[protein-PII] uridylyltransferase","CP080275",2646224,"+",2828
2646221,"OL67_002548","1",2647774,"+",1553,"murein biosynthesis integral membrane protein MurJ","CP080275",2647774,"+",1553
2648049,"OL67_002549","1",2649395,"+",1346,"IS1380 family transposase","CP080275",2649395,"+",1346
2649649,"OL67_002550","1",2650206,"+",557,"hypothetical protein","CP080275",2650206,"+",557
2650251,"OL67_002551","1",2650937,"-",686,"rhomboid family intramembrane serine protease","CP080275",2650937,"-",686
2651066,"OL67_002552","1",2652094,"+",1028,"tryptophan--tRNA ligase","CP080275",2652094,"+",1028
2652149,"OL67_002553","1",2652355,"+",206,"cold-shock protein","CP080275",2652355,"+",206
2652528,"OL67_002554","1",2653124,"-",596,"TetR/AcrR family transcriptional regulator","CP080275",2653124,"-",596
2653131,"OL67_002555","1",2654441,"-",1310,"phenylacetate--CoA ligase","CP080275",2654441,"-",1310
2654475,"OL67_002556","1",2654912,"-",437,"hydroxyphenylacetyl-CoA thioesterase PaaI","CP080275",2654900,"-",425
2654915,"OL67_002557","1",2655700,"-",785,"2-(1%2C2-epoxy-1%2C2-dihydrophenyl)acetyl-CoA isomerase PaaG","CP080275",2655700,"-",785
2655827,"OL67_002558","1",2657857,"+",2030,"phenylacetic acid degradation bifunctional protein PaaZ","CP080275",2657857,"+",2030
2657924,"OL67_002559","1",2658748,"+",824,"PaaX family transcriptional regulator","CP080275",2658748,"+",824
2659138,"OL67_002560","1",2659563,"+",425,"DUF1636 domain-containing protein","CP080275",2659563,"+",425
2659560,"OL67_002561","1",2660345,"+",785,"ABC transporter ATP-binding protein","CP080275",2660345,"+",785
2660360,"OL67_002562","1",2661340,"+",980,"ABC transporter substrate-binding protein","CP080275",2661340,"+",980
2661342,"OL67_002563","1",2662433,"+",1091,"iron ABC transporter permease","CP080275",2662433,"+",1091
2662498,"OL67_002564","1",2662845,"-",347,"RidA family protein","CP080275",2662845,"-",347
2663173,"OL67_002565","1",2664204,"+",1031,"BMP family protein","CP080275",2664204,"+",1031
2664218,"OL67_002566","1",2665786,"+",1568,"ABC transporter ATP-binding protein","CP080275",2665786,"+",1568
2665776,"OL67_002567","1",2666825,"+",1049,"ABC transporter permease","CP080275",2666825,"+",1049
2666827,"OL67_002568","1",2667771,"+",944,"ABC transporter permease","CP080275",2667771,"+",944
2667771,"OL67_002569","1",2669051,"+",1280,"amidohydrolase family protein","CP080275",2669051,"+",1280
2669059,"OL67_002570","1",2669640,"-",581,"exopolysaccharide biosynthesis protein","CP080275",2669640,"-",581
2670012,"OL67_002571","1",2670137,"+",125,"entericidin A/B family lipoprotein","CP080275",2670137,"+",125
2670343,"OL67_002572","1",2671815,"+",1472,"mechanosensitive ion channel","CP080275",2671815,"+",1472
2671904,"OL67_002573","1",2672167,"+",263,"Rho termination factor N-terminal domain-containing protein","CP080275",2672167,"+",263
2672225,"OL67_002574","1",2672404,"+",179,"PLDc N-terminal domain-containing protein","CP080275",2672404,"+",179
2672497,"OL67_002575","1",2673006,"-",509,"pyridoxamine 5'-phosphate oxidase family protein","CP080275",2673006,"-",509
2673137,"OL67_002576","1",2673334,"-",197,"CsbD family protein","CP080275",2673334,"-",197
2673551,"OL67_002577","1",2674069,"+",518,"hypothetical protein","CP080275",2674069,"+",518
2674069,"OL67_002578","1",2674479,"+",410,"phage holin family protein","CP080275",2674479,"+",410
2674472,"OL67_002579","1",2675206,"+",734,"hypothetical protein","CP080275",2675206,"+",734
2675269,"OL67_002580","1",2676291,"+",1022,"AI-2E family transporter","CP080275",2676291,"+",1022
2676335,"OL67_002581","1",2677858,"-",1523,"phospholipase D-like domain-containing protein","CP080275",2677852,"-",1517
2677827,"OL67_002582","1",2679551,"-",1724,"sensor histidine kinase","CP080275",2679551,"-",1724
2679607,"OL67_002583","1",2680152,"-",545,"RNA polymerase sigma factor","CP080275",2680152,"-",545
2680145,"OL67_002584","1",2680342,"-",197,"hypothetical protein","CP080275",2680342,"-",197
2680437,"OL67_002585","1",2681252,"+",815,"response regulator","CP080275",2681252,"+",815
2681359,"OL67_002586","1",2681856,"-",497,"DNA starvation/stationary phase protection protein","CP080275",2681856,"-",497
2682032,"OL67_002587","1",2682196,"-",164,"DUF1328 domain-containing protein","CP080275",2682196,"-",164
2682315,"OL67_002588","1",2682629,"+",314,"hypothetical protein","CP080275",2682629,"+",314
2682724,"OL67_002589","1",2683596,"-",872,"MurR/RpiR family transcriptional regulator","CP080275",2683596,"-",872
2683746,"OL67_002590","1",2684555,"+",809,"N-formylglutamate amidohydrolase","CP080275",2684555,"+",809
2684548,"OL67_002591","1",2685144,"+",596,"TRAP transporter small permease subunit","CP080275",2685144,"+",596
2685144,"OL67_002592","1",2686646,"+",1502,"TRAP transporter large permease subunit","CP080275",2686646,"+",1502
2686698,"OL67_002593","1",2687732,"+",1034,"TRAP transporter substrate-binding protein","CP080275",2687732,"+",1034
2687847,"OL67_002594","1",2689199,"+",1352,"glutamine synthetase family protein","CP080275",2689199,"+",1352
2689281,"OL67_002595","1",2690663,"+",1382,"aldehyde dehydrogenase family protein","CP080275",2690663,"+",1382
2690758,"OL67_002596","1",2691903,"+",1145,"iron-containing alcohol dehydrogenase","CP080275",2691903,"+",1145
2692082,"OL67_002597","1",2692705,"-",623,"HD domain-containing protein","CP080275",2692705,"-",623
2692702,"OL67_002598","1",2693847,"-",1145,"TauD/TfdA family dioxygenase","CP080275",2693847,"-",1145
2693959,"OL67_002599","1",2694816,"+",857,"LysR family transcriptional regulator","CP080275",2694816,"+",857
2694940,"OL67_002600","1",2695317,"+",377,"hypothetical protein","CP080275",2695317,"+",377
2696152,"OL67_002601","1",2697018,"-",866,"amidohydrolase family protein","CP080275",2697018,"-",866
2697015,"OL67_002602","1",2698016,"-",1001,"ester cyclase","CP080275",2698016,"-",1001
2698150,"OL67_002603","1",2699199,"+",1049,"sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC","CP080275",2699199,"+",1049
2699287,"OL67_002604","1",2700513,"+",1226,"extracellular solute-binding protein","CP080275",2700513,"+",1226
2700582,"OL67_002605","1",2701607,"+",1025,"sugar ABC transporter permease","CP080275",2701607,"+",1025
2701609,"OL67_002606","1",2702493,"+",884,"carbohydrate ABC transporter permease","CP080275",2702493,"+",884
2702624,"OL67_002607","1",2703160,"+",536,"ester cyclase","CP080275",2703160,"+",536
2703166,"OL67_002608","1",2704494,"+",1328,"histidinol dehydrogenase","CP080275",2704494,"+",1328
2704566,"OL67_002609","1",2705615,"+",1049,NA,NA,NA,NA,NA
2704653,NA,NA,NA,NA,NA,"ester cyclase","CP080275",2705615,"+",962
2705612,"OL67_002610","1",2706388,"+",776,"SDR family oxidoreductase","CP080275",2706388,"+",776
2706385,"OL67_002611","1",2707413,"+",1028,"LacI family DNA-binding transcriptional regulator","CP080275",2707413,"+",1028
2707400,"OL67_002612","1",2708374,"+",974,"ester cyclase","CP080275",2708374,"+",974
2708529,"OL67_002613","1",2709491,"+",962,"cupin domain-containing protein","CP080275",2709491,"+",962
2709583,"OL67_002614","1",2710710,"+",1127,"cobalamin-independent methionine synthase II family protein","CP080275",2710710,"+",1127
2710707,"OL67_002615","1",2711402,"+",695,"alpha/beta fold hydrolase","CP080275",2711402,"+",695
2711399,"OL67_002616","1",2712094,"+",695,"RraA family protein","CP080275",2712094,"+",695
2712726,"OL67_002617","1",2713733,"+",1007,"type I glyceraldehyde-3-phosphate dehydrogenase","CP080275",2713733,"+",1007
2713845,"OL67_002618","1",2714480,"-",635,"ChrR family anti-sigma-E factor","CP080275",2714480,"-",635
2714477,"OL67_002619","1",2715034,"-",557,"sigma-70 family RNA polymerase sigma factor","CP080275",2714998,"-",521
